age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
34,406411.5482,641,Salaried,61333.5342,36,0.050303462,0,0
63,114737.0798,652,Salaried,23233.05168,36,0.067489435,0,0
37,123843.749,643,Salaried,17186.83627,48,0.034691236,0,0
61,99679.47996,718,Salaried,19755.95964,36,0.066056998,0,0
58,203133.1314,646,Self-Employed,49410.12519,36,0.081075247,0,0
32,135607.525,641,Salaried,14273.01333,24,0.052621528,1,0
61,176879.2818,799,Contract,143147.5914,12,0.161848102,0,0
63,71767.61221,672,Self-Employed,20022.55696,24,0.139472451,0,0
39,169466.679,895,Salaried,46297.74596,24,0.136588703,0,0
67,46580.36938,668,Contract,14995.12895,36,0.107278861,0,0
69,232392.792,531,Salaried,18171.18472,12,0.078187651,0,0
23,102746.6257,773,Salaried,58201.53837,60,0.113278156,0,0
21,122980.2012,555,Salaried,17968.14524,24,0.073045872,0,0
40,177696.869,517,Salaried,16744.53601,36,0.031408179,0,0
61,77603.87151,643,Contract,49748.91613,24,0.320481592,0,0
62,79249.71327,684,Salaried,28962.16142,12,0.365399134,1,0
36,870415.1276,518,Self-Employed,13798.97948,24,0.007926556,0,0
62,160881.9854,641,Salaried,18206.38824,12,0.113157668,1,0
48,311779.9697,638,Self-Employed,118606.5302,60,0.076080555,1,0
61,102752.9813,510,Salaried,67468.63588,60,0.131306667,1,1
69,143720.5844,582,Contract,17490.89283,12,0.121690519,0,0
20,97427.44185,900,Salaried,25581.07587,48,0.065633268,0,0
45,428558.3948,568,Unemployed,21759.2179,24,0.025385815,0,0
20,194911.8132,616,Self-Employed,10951.004,24,0.028090472,0,0
31,126226.2325,693,Salaried,39563.34208,60,0.062680444,0,0
35,235565.8342,707,Self-Employed,34725.92854,36,0.049135818,0,0
44,101949.6204,780,Salaried,39178.22628,60,0.076848968,0,0
68,64898.00315,609,Self-Employed,135622.6017,12,0.417878894,0,0
27,361977.2896,464,Contract,31883.66506,36,0.029359676,0,0
66,137832.1262,713,Salaried,7601.271401,36,0.018381321,0,0
32,211391.8746,755,Self-Employed,18740.44462,36,0.029549198,0,0
36,134401.7964,558,Salaried,31246.813,12,0.232467305,0,0
26,215351.4791,601,Contract,73448.58547,48,0.085261189,1,0
21,41693.50028,798,Unemployed,34528.88655,12,0.827921649,0,0
32,93279.45079,580,Salaried,296658.5379,24,1.589955646,0,1
68,45539.49319,580,Salaried,81022.54047,36,0.592900728,0,1
65,522207.3993,591,Salaried,85167.31758,24,0.081543617,0,0
25,180719.3294,662,Contract,130781.3048,24,0.361811384,1,1
66,129241.6356,644,Contract,25057.82667,36,0.064621849,1,0
18,90065.32098,673,Salaried,15425.71833,36,0.057083249,0,0
24,358609.9654,883,Self-Employed,15791.58413,24,0.022017034,0,0
48,563685.2587,664,Self-Employed,40723.63773,12,0.07224381,1,0
35,204905.3364,583,Salaried,74979.51669,24,0.182950642,0,0
29,192188.3133,590,Self-Employed,95828.63759,12,0.498587312,0,1
65,197072.8651,799,Contract,10368.75186,12,0.052610594,0,0
47,113188.3708,660,Salaried,77393.1233,36,0.227894198,0,0
50,145818.9534,560,Salaried,145410.4401,24,0.498558216,0,1
64,45475.28729,627,Salaried,26103.85213,60,0.114774275,1,0
24,79623.53096,695,Salaried,32509.30591,60,0.081645229,0,0
45,211389.0754,742,Salaried,63038.15349,12,0.298192208,0,0
66,136928.0195,743,Salaried,76564.05297,12,0.559106485,0,1
20,376612.831,556,Contract,38043.84325,48,0.025253143,0,0
60,70381.03968,392,Salaried,20807.4102,12,0.295589028,0,0
23,346031.1384,488,Self-Employed,31840.86679,12,0.092014154,0,0
48,107742.6163,727,Contract,18806.80936,36,0.058177892,0,0
55,105593.7177,511,Contract,41916.81387,36,0.132306011,0,1
32,105606.4203,458,Contract,32954.66612,12,0.312016275,1,1
24,96726.32431,620,Unemployed,14352.33931,36,0.049454166,0,0
60,252191.0252,648,Salaried,39558.93169,12,0.156853518,0,0
47,110283.0829,729,Salaried,71241.55413,24,0.322958886,0,0
44,44342.1671,672,Salaried,4911.644239,12,0.110736929,1,0
34,201337.9007,684,Salaried,19080.26969,60,0.018952351,0,0
35,207804.8915,642,Salaried,12082.9633,48,0.014535589,1,0
39,149836.0433,470,Unemployed,60798.95788,48,0.101434354,0,1
43,168333.7913,608,Contract,21799.8649,60,0.025898913,0,0
68,158332.1733,866,Salaried,7797.607522,60,0.009848935,0,0
44,264461.3353,575,Self-Employed,31739.41767,24,0.060004948,0,0
57,448317.6554,692,Salaried,36023.84877,60,0.01607025,0,0
41,71734.26806,999,Contract,38619.33894,12,0.538276624,1,0
69,608838.6026,683,Salaried,153970.0083,60,0.010115454,0,0
25,430403.7604,672,Salaried,133152.5345,36,0.103119315,0,0
38,133139.8195,570,Self-Employed,191093.4116,60,0.057406174,0,0
46,200684.566,519,Salaried,33644.32172,12,0.167637755,0,0
60,406438.0761,561,Salaried,69900.35048,12,0.171977703,1,1
38,260607.5078,530,Contract,34417.07147,60,0.026411739,1,0
20,244707.1748,485,Salaried,24945.08266,36,0.033977834,0,0
48,353493.505,533,Salaried,47445.88751,36,0.044738471,0,0
44,56635.69057,637,Salaried,383907.4578,48,1.694276739,0,1
63,86925.31005,529,Salaried,23443.72608,36,0.089887476,1,1
44,147237.1896,512,Salaried,129069.0118,12,0.876534616,1,1
26,338932.6549,689,Self-Employed,16118.24772,60,0.009510843,0,0
50,565174.4574,646,Salaried,60948.54755,36,0.035945983,0,0
50,262268.2775,429,Salaried,14434.03348,60,0.011006572,0,0
43,113745.9162,694,Self-Employed,57534.56507,60,0.101152635,0,0
45,155432.7313,633,Contract,14814.90016,12,0.095306544,0,0
61,98048.37987,766,Salaried,21536.18116,48,0.054905409,1,0
60,109956.6786,553,Salaried,48401.07859,36,0.14671171,0,0
48,97661.95988,695,Salaried,22060.90551,36,0.075287571,0,0
18,239865.3724,634,Contract,10119.97118,60,0.008437621,0,0
37,219385.4498,999,Salaried,60705.84886,48,0.013834675,0,0
29,342263.0062,540,Contract,19402.98325,60,0.011337657,0,0
34,191817.7031,713,Self-Employed,14970.93376,12,0.078042834,0,0
32,124044.8057,500,Salaried,25837.62692,60,0.041654509,1,1
51,230511.8814,577,Salaried,8700.257159,24,0.01887062,0,0
67,379761.2272,721,Self-Employed,16506.52282,36,0.014488052,0,0
33,253081.775,666,Salaried,34156.72112,24,0.06747839,0,0
21,418074.075,555,Salaried,22492.73973,12,0.053799304,0,0
25,196490.5867,494,Self-Employed,18151.51938,48,0.023093232,0,0
51,60037.15465,687,Self-Employed,54151.34652,36,0.300594554,0,0
63,295398.9073,583,Salaried,64240.10128,12,0.217460154,0,0
42,286568.9308,728,Contract,154623.3939,60,0.10790906,0,0
32,536682.976,652,Salaried,38886.8399,12,0.072456128,0,0
45,94373.41662,761,Self-Employed,164427.6742,12,1.742087709,0,1
26,192580.9462,518,Self-Employed,63735.74139,36,0.110311658,0,0
19,186209.3786,642,Salaried,35290.53459,48,0.047377126,0,0
34,138672.1598,719,Self-Employed,9384.178254,48,0.016916457,0,0
27,60161.51927,744,Salaried,23420.26606,12,0.389212171,0,0
26,127997.4831,706,Salaried,23673.18873,48,0.046233271,0,0
48,137142.7017,999,Salaried,208679.9727,12,1.521493395,0,1
19,121278.4603,751,Salaried,29260.13136,36,0.08041339,0,0
41,216424.1483,900,Salaried,103360.8781,60,0.095511659,0,0
36,492656.8988,522,Salaried,134144.7655,48,0.068070445,0,0
34,274830.1621,566,Contract,22186.81547,60,0.016145132,0,0
60,91407.72936,562,Salaried,18980.21388,24,0.103808084,0,0
66,332893.9808,851,Salaried,15935.24852,48,0.011966778,0,0
27,360238.2264,630,Salaried,23373.79933,24,0.032441061,0,0
67,246782.004,506,Salaried,34326.70753,60,0.027818105,1,1
45,512371.761,837,Salaried,59945.79601,12,0.116993942,0,0
55,145492.8096,999,Salaried,20189.49945,12,0.13875486,1,0
65,752753.7899,479,Salaried,35985.13265,60,0.009560778,0,0
45,198344.9236,688,Self-Employed,55685.61991,12,0.28073444,0,0
67,32407.84938,597,Salaried,55372.34972,48,0.426994193,0,1
69,773905.9523,539,Contract,32424.7565,60,0.008379378,0,0
67,72567.13022,665,Self-Employed,62813.82145,36,0.288484312,0,0
18,151978.1269,629,Salaried,5192.982429,12,0.034166577,0,0
20,120423.6115,722,Unemployed,18769.26983,24,0.077922425,1,0
32,134230.2765,779,Salaried,50808.44905,48,0.094620805,0,0
69,162332.997,704,Salaried,62648.68331,48,0.096474613,0,0
27,320599.4688,774,Salaried,18228.31523,24,0.028427422,0,0
38,224535.213,627,Salaried,53999.56195,12,0.240481996,1,0
54,161950.956,839,Self-Employed,11727.3453,24,0.036203789,0,0
32,118750.9988,664,Salaried,10683.38958,12,0.089955539,0,0
40,144064.5539,651,Unemployed,42313.83215,36,0.097896641,1,0
31,357286.0446,675,Self-Employed,48188.60309,60,0.026973897,0,0
32,195939.9211,728,Unemployed,28781.00773,24,0.073438953,0,0
27,97972.61068,714,Self-Employed,42898.03758,60,0.087560765,0,0
26,243727.165,737,Contract,24929.90132,60,0.020456213,1,0
61,548495.051,409,Contract,8403.280549,12,0.015320278,0,0
56,91663.20778,657,Contract,148016.0847,12,1.614570485,1,1
22,45419.4349,715,Contract,30116.71541,36,0.22096826,0,0
42,168039.9211,627,Self-Employed,72707.37571,60,0.086529657,0,0
59,248452.9007,562,Salaried,21256.33805,60,0.017110133,0,0
43,488421.0989,495,Self-Employed,9454.260119,12,0.019356305,0,0
25,94526.06549,561,Salaried,14334.86925,48,0.037907665,0,0
39,140567.4806,539,Salaried,45330.26759,48,0.080613236,0,0
69,121040.7835,752,Self-Employed,21096.35724,24,0.087137018,0,0
42,268556.4828,684,Salaried,59373.29286,60,0.044214639,0,0
65,76069.19642,751,Self-Employed,260379.4195,24,0.34223886,0,0
29,,748,Unemployed,62340.91253,36,0.047383288,0,0
26,242078.1059,775,Self-Employed,63834.43841,24,0.131840246,0,0
27,68385.74332,820,Contract,25619.58714,24,0.187283863,1,0
65,133955.9433,645,Salaried,288407.3833,48,0.107640446,0,0
27,,669,Contract,61681.62234,24,0.169308079,0,0
26,97889.13302,781,Salaried,72082.5658,36,0.245426393,0,0
43,98368.8569,689,Self-Employed,17934.83643,48,0.045575016,0,0
52,101431.0909,740,Salaried,23297.17948,36,0.076552542,1,0
44,99761.40851,475,Contract,14750.41403,24,0.073919566,0,0
48,36569.76206,791,Contract,6211.060265,60,0.033957141,0,0
36,306654.7806,812,Salaried,52394.60785,48,0.04271298,0,0
60,398358.7286,796,Salaried,215930.1261,48,0.135508278,0,0
55,,521,Self-Employed,178376.9205,48,0.922752397,0,1
23,178228.9164,705,Salaried,27463.32963,60,0.030815965,1,0
32,129111.9419,708,Self-Employed,7004.018394,12,0.054242601,1,0
46,127287.1767,508,Contract,95126.1231,36,0.249088082,0,1
64,86823.45686,749,Salaried,33461.4195,48,0.096335704,0,0
62,124656.8608,661,Self-Employed,15910.7345,24,0.063811983,0,0
22,784673.9721,420,Salaried,42287.35945,24,0.026945403,0,0
31,275585.4549,612,Self-Employed,53280.588,24,0.096663788,1,0
19,153433.7096,795,Self-Employed,16004.96537,36,0.034767922,1,0
40,60882.75731,667,Salaried,15455.64992,24,0.126904602,1,0
61,115739.6588,877,Unemployed,37917.11608,60,0.065514596,1,1
69,159580.5444,556,Self-Employed,84882.85672,36,0.177290773,0,1
63,89501.57516,803,Salaried,17665.26177,36,0.065782431,1,0
36,188745.5786,528,Self-Employed,12691.59828,60,0.013447511,1,1
41,147568.4887,789,Salaried,76526.37701,24,0.259269968,0,0
37,286361.6835,797,Salaried,73591.89959,12,0.25697857,1,0
64,94069.29488,609,Salaried,33254.96167,24,0.176735246,0,0
44,228339.7419,663,Salaried,22382.78815,36,0.032672969,0,0
69,243664.7394,674,Self-Employed,41548.55762,24,0.085253434,0,0
41,197498.0517,656,Self-Employed,27757.96166,36,0.046846496,1,0
34,137282.8516,722,Salaried,14142.16811,48,0.025751454,0,0
42,258343.5477,528,Salaried,122587.849,12,0.474492807,1,1
63,106974.1594,769,Contract,483135.1582,24,0.451586599,1,1
48,43917.68317,634,Contract,7959.730697,12,0.181192536,0,0
45,124116.3899,623,Salaried,12535.95459,24,0.05049592,0,0
67,165964.9448,730,Salaried,53527.88581,12,0.322501935,0,0
45,91302.13662,701,Salaried,126687.484,36,0.462460282,0,1
39,152015.7624,722,Salaried,40247.76137,12,0.26473955,0,0
22,45021.41212,648,Salaried,26032.93982,36,0.192693518,1,0
61,250321.7448,514,Self-Employed,6332.840268,36,0.00843253,1,0
59,246058.5014,657,Unemployed,66753.66295,48,0.067819652,1,1
25,159684.9932,750,Self-Employed,32619.78309,36,0.068086824,0,0
55,395253.7813,537,Contract,54887.41285,36,0.046287347,0,0
45,85520.82473,540,Contract,85172.30379,24,0.497892499,0,1
64,282606.1155,474,Salaried,10513.22269,24,0.018599697,0,0
29,214090.9472,701,Salaried,8474.144394,24,0.019789883,1,0
42,120053.0665,729,Contract,21616.78149,36,0.060014074,0,0
55,145290.1915,999,Self-Employed,93451.14817,60,0.12863006,0,0
61,154064.3058,797,Unemployed,25790.97761,36,0.05579698,0,0
32,196344.9754,786,Salaried,9720.527917,60,0.009900874,0,0
61,177968.4924,781,Salaried,5679.404682,12,0.031910265,0,0
58,62226.91509,678,Salaried,28735.9933,24,0.230852299,0,0
68,288708.4406,632,Salaried,81407.87287,48,0.070490223,0,0
51,306792.0092,685,Salaried,51023.4045,60,0.033261237,0,0
62,178725.9136,649,Salaried,43148.30268,60,0.048281086,0,0
30,322488.6861,707,Contract,53821.70716,60,0.033377732,0,0
25,89201.79985,622,Salaried,11584.69298,24,0.064926575,0,0
30,515166.4218,602,Salaried,49755.76043,12,0.096579667,1,0
53,89093.65007,606,Salaried,116771.8076,60,0.262097426,0,1
23,327927.2952,723,Salaried,10154.6305,36,0.010321657,0,0
55,186296.2643,665,Contract,52467.68143,36,0.093872525,0,0
49,212861.9019,586,Contract,68405.86951,24,0.160672278,0,0
38,393970.483,704,Self-Employed,34999.66968,24,0.044417799,0,0
61,252465.7323,686,Unemployed,29016.36868,24,0.057463223,0,0
61,95558.19332,636,Salaried,65912.66823,48,0.172419522,1,1
66,237553.6564,700,Contract,27302.41541,36,0.038308589,0,0
24,717947.5771,720,Salaried,14948.93393,60,0.004164283,0,0
43,607242.5308,766,Salaried,30579.77952,12,0.050357433,0,0
32,332494.3474,750,Self-Employed,59512.15844,12,0.178980518,0,0
66,226389.4642,748,Self-Employed,20281.45897,24,0.044790918,0,0
59,94235.94989,999,Contract,36661.55879,24,0.194495259,0,0
40,220133.4753,405,Salaried,52495.57564,60,0.047691714,0,0
69,154491.0174,691,Salaried,51333.98009,12,0.332252282,0,0
55,111426.407,691,Contract,40393.56872,24,0.181237195,0,0
58,143359.2958,642,Contract,34913.50815,60,0.048703624,0,0
32,96779.03982,596,Salaried,10313.59494,24,0.053277633,0,0
65,837365.8048,559,Contract,33691.41958,12,0.040234431,1,1
57,124596.4742,670,Salaried,81448.48189,60,0.130727035,0,0
33,286695.5214,749,Salaried,38997.40069,48,0.034004515,0,0
49,164055.6999,692,Salaried,45366.05933,36,0.018433878,0,0
54,66728.85761,657,Salaried,48113.486,60,0.144180005,1,0
35,153618.0198,685,Self-Employed,52316.66031,60,0.06810734,1,0
37,171506.5472,606,Salaried,11927.81198,60,0.013908481,1,0
63,471711.4538,518,Salaried,25008.99633,24,0.026508112,0,0
19,151526.89,664,Self-Employed,28676.21268,12,0.189233356,0,0
40,79803.05462,640,Salaried,206896.1892,36,0.864065015,1,1
47,73694.19274,544,Salaried,16027.60284,60,0.043490519,1,1
20,336801.7324,607,Salaried,18026.1487,12,0.053519637,0,0
63,104236.3339,630,Contract,26108.04603,48,0.062610224,0,0
56,174187.613,578,Salaried,28294.04583,12,0.162423127,0,0
64,49236.88339,795,Salaried,63105.70308,12,1.281363124,1,1
66,529443.6674,520,Salaried,17436.50878,12,0.032932897,0,0
18,83579.81942,658,Salaried,30395.37086,24,0.181808286,0,0
58,308964.6288,851,Salaried,27846.04845,12,0.090123478,0,0
39,350720.7128,683,Unemployed,30507.79882,12,0.086983043,0,0
46,723328.0745,625,Self-Employed,49879.09732,48,0.017239159,0,0
31,79706.06109,667,Salaried,7824.96204,36,0.032719319,0,0
65,171083.4434,540,Salaried,64620.78932,60,0.075537709,0,0
45,1288155.375,528,Salaried,42650.80913,24,0.01655484,0,0
38,107652.2488,789,Self-Employed,12556.77017,48,0.029157242,0,0
62,154854.2534,663,Salaried,17089.9135,24,0.055176364,0,0
49,280339.0483,641,Self-Employed,26487.32589,24,0.04723957,0,0
23,318144.3684,554,Self-Employed,33091.95835,12,0.104011617,0,0
18,630213.5938,559,Self-Employed,12375.60471,48,0.004909196,0,0
38,113078.7416,715,Salaried,17306.08417,60,0.03060566,0,0
21,114501.5177,681,Self-Employed,10146.03442,48,0.022150299,1,0
20,182563.7494,616,Self-Employed,46149.76056,12,0.252770484,0,0
66,536147.2671,732,Salaried,109803.6405,60,0.040959337,0,0
47,107269.4464,604,Salaried,75592.05967,48,0.176153618,0,0
48,131622.2509,748,Salaried,83382.5386,36,0.211147018,0,0
51,111362.5882,827,Contract,9227.557844,12,0.082851555,0,0
36,141967.0173,628,Salaried,80294.80211,36,0.188513307,0,0
37,114896.1003,450,Salaried,36433.2153,48,0.079265986,0,0
40,214658.0847,647,Salaried,81684.71882,60,0.076102564,0,0
57,137545.0313,770,Self-Employed,87351.33093,60,0.127003804,0,0
42,337110.5552,684,Contract,86642.20954,24,0.12850254,0,0
32,164171.6754,818,Salaried,86494.76856,60,0.021072684,0,0
55,46001.68251,717,Self-Employed,14848.50932,24,0.161348848,0,0
40,,563,Unemployed,53905.73725,60,0.022031387,0,1
69,289546.3411,732,Self-Employed,12097.40984,24,0.020889417,0,0
19,375472.8468,750,Salaried,66031.55406,24,0.087928387,0,0
32,134023.6364,759,Salaried,11494.72806,36,0.028586249,0,0
69,691578.8127,781,Contract,66181.98331,48,0.023923822,0,0
61,277046.5494,661,Salaried,57729.1956,60,0.041672921,1,0
52,277395.4373,562,Salaried,27171.0513,60,0.019589274,0,0
27,35896.76052,762,Salaried,26461.85586,12,0.736919222,0,1
31,144424.2119,785,Self-Employed,66779.64166,48,0.115586737,0,0
44,256063.5234,667,Self-Employed,21934.99605,12,0.085658308,0,0
31,202358.7264,685,Self-Employed,23711.62624,12,0.11716925,1,0
52,110262.6582,605,Salaried,18110.79948,24,0.082116779,0,0
50,23809.45512,568,Self-Employed,51848.39483,12,2.176541886,1,1
69,185766.1562,652,Salaried,98157.98786,36,0.176120433,0,0
18,204733.5357,691,Salaried,212882.5241,48,0.259935489,0,0
51,453745.9979,692,Salaried,62159.9816,24,0.06849464,0,0
36,255978.5287,579,Self-Employed,21365.77156,36,0.027821044,0,0
41,187144.461,467,Contract,40327.37237,24,0.107737056,0,0
59,177954.2433,544,Salaried,18014.98287,24,0.050613483,0,0
21,183773.105,659,Salaried,5830.861615,12,0.031726519,0,0
53,118731.9772,611,Salaried,62564.47919,48,0.131721374,0,0
30,120957.1213,630,Contract,29752.03506,12,0.245947352,1,0
49,188177.3638,722,Contract,16538.74571,48,0.021970883,1,0
26,,676,Salaried,21171.28988,48,0.013318495,1,0
56,284969.2376,999,Salaried,101960.7598,24,0.178890303,0,0
33,233872.826,647,Salaried,11855.73703,36,0.016896831,0,0
67,59112.85323,562,Self-Employed,55020.3971,60,0.18611597,1,1
20,320454.273,519,Unemployed,64188.96616,24,0.100149332,1,1
69,215204.6097,607,Self-Employed,77746.46412,12,0.361247509,0,0
37,936722.712,755,Contract,269205.8891,60,0.057477509,0,0
27,173806.7317,783,Salaried,15488.06119,24,0.044552336,0,0
39,272622.1333,999,Self-Employed,25614.22662,12,0.093950916,0,0
65,232986.7712,603,Self-Employed,28218.48762,36,0.040370009,0,0
20,161090.7275,462,Salaried,125265.3318,48,0.194387354,0,1
28,166340.6109,518,Self-Employed,17906.05771,36,0.035879725,0,0
42,118830.7738,658,Self-Employed,10510.05741,12,0.088436655,0,0
59,254165.1907,642,Salaried,22423.44482,12,0.088219737,0,0
65,68382.47395,741,Salaried,108538.0793,36,0.528980745,0,1
25,1191082.795,670,Salaried,23561.58582,48,0.004945363,1,0
26,154219.1679,713,Salaried,19882.1429,24,0.064455658,0,0
32,116672.2062,770,Salaried,29331.97244,48,0.062844779,0,0
49,146651.6061,637,Salaried,6074.364338,36,0.013805662,1,0
20,328436.0784,999,Self-Employed,30041.83944,36,0.030488674,0,0
21,276083.9091,755,Salaried,29141.69636,60,0.021109836,0,0
47,164666.6512,711,Salaried,7339.268184,48,0.011141803,0,0
30,125689.6965,620,Salaried,15967.67798,24,0.063514171,0,0
61,80808.01632,527,Salaried,26674.75709,12,0.33005137,1,1
38,163017.5778,570,Salaried,23943.78356,36,0.048955909,0,0
58,217896.0825,678,Salaried,105630.0626,24,0.24237298,0,0
63,37007.92342,702,Salaried,163547.9194,24,2.208917581,1,1
36,330583.9181,999,Unemployed,101775.3127,12,0.307854112,1,1
56,243260.8417,734,Self-Employed,16414.30453,24,0.03373641,0,0
65,135577.8359,603,Self-Employed,31749.91695,12,0.234161482,0,0
